numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,intentions_q1,intentions_q2,intentions_q3,behavioral_intentions,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_audio_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,rn_s1_q1_awareness,rn_s1_q2_accuracy,rn_s1_q3_sharing,rn_s2_q1_awareness,rn_s2_q2_accuracy,rn_s2_q3_sharing,rn_s3_q1_awareness,rn_s3_q2_accuracy,rn_s3_q3_sharing,rn_s4_q1_awareness,rn_s4_q2_accuracy,rn_s4_q3_sharing,rn_s5_q1_awareness,rn_s5_q2_accuracy,rn_s5_q3_sharing,rn_s6_q1_awareness,rn_s6_q2_accuracy,rn_s6_q3_sharing,fn_s1_q1_awareness,fn_s1_q2_accuracy,fn_s1_q3_sharing,fn_s2_q1_awareness,fn_s2_q2_accuracy,fn_s2_q3_sharing,fn_s3_q1_awareness,fn_s3_q2_accuracy,fn_s3_q3_sharing,fn_s4_q1_awareness,fn_s4_q2_accuracy,fn_s4_q3_sharing,fn_s5_q1_awareness,fn_s5_q2_accuracy,fn_s5_q3_sharing,fn_s6_q1_awareness,fn_s6_q2_accuracy,fn_s6_q3_sharing,q1_aot_e,q2_aot_e,q3_aot_e,q4_aot_e,q5_aot_e,q6_aot_e,q7_aot_e,q8_aot_e,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
181,6,44,male,NA,White,NA,Associate degree,Unable to work,United Kingdom,"Less than $25,000",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.20790770509574422,1,1,1,1,He doesn't believe in chivalry and he is spending as much time as he can at his grandmother's house because he knows he will get the house when she passes on. He seems quite a selfish person.,Strongly_Diagnostic,No Demand,No Reactance,Possibly forming judgement on someone's character based on what they say and do?,Yes because he sounded quite a selfish person.,"No, I didn't.","No, I have never heard of it before.",no issues,Strongly disagree,Moderate,Moderate,Christian,I don't know,I don't know,I don't know,I agree,I agree,I agree,I don't know,I don't know,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,2,4,4,4,4,2,4,4,4,6,3,5,4,5,3,5,7,5,3,3,6,3,4,3,5,7,2,7,3,8,50,20,2nd,8,Emily,27,no,NA
182,6,25,male,NA,White,NA,Masters,Student,United Kingdom,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,0.28694583569090315,1,2,2,1.67,He said that he cheated on his final test at college which he needed to cheat on to pass. He said that his brother and sister live 15 minutes away from him and that he recently moved into a new apartment. He also said he is trying to spend as much time with his grandmother so he can get her house from her when she dies.,Moderately_Diagnostic,No Demand,No Reactance,"They were trying to see whether after finding out negative information about a person, whether I would associate negative words with him and positive ones with a stranger that I knew nothing about","Yes, I learned to dislike him so any negative words that showed on screen I tried to associate with him",No I did not,No I did not,no issues,Moderately Agree,Strongly Conservative,Moderate,Christian,I agree,I don't know,I don't know,I agree,I don't know,I don't know,I agree,I agree,2,2,2,1,3,1,2,3,2,1,3,1,1,4,1,1,3,1,2,3,3,2,2,3,2,2,2,2,1,2,2,1,2,2,1,2,5,5,2,4,5,4,4,3,3,6,5,7,4,5,5,6,5,6,3,5,5,5,6,6,5,5,5,6,4,50,39,1st,8,June,27 cubic feet,yes,2
183,6,19,female,NA,White,NA,High school,Employed (full time),United Kingdom,"$25,000 to $34,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,3,3,2,2.67,0.5167291818828486,3,4,4,3.67,"That he cheated on one of his final exams while he was in college - although, he is not ashamed of this and he is actually rather glad he did
the majority of his videos are filmed during the week as he spends his weekends with his really old mother
he has moved into a new apartment and has had a haircut",Slightly_Diagnostic,No Demand,No Reactance,How well one can retain information heard within an audio text,"What I learned based my opinion of chris so this influenced my opinion yes
","No, it sounded quite realistic to me",I knew that audio clips could be programmed but I didn't know this was the correct term for it,No issues.,Somewhat Agree,Somewhat Liberal,Moderate,Agnostic,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I agree,I disagree,2,2,2,2,2,2,2,3,2,3,3,3,2,1,2,2,3,3,1,1,2,3,1,2,2,1,2,2,1,2,2,1,2,2,2,2,5,6,6,4,2,5,5,3,2,5,5,2,6,3,2,5,5,4,6,4,5,5,3,6,6,2,2,3,4,50 seconds,20,2nd,7,emily,27,yes,1
184,6,22,male,NA,Black,NA,Some college,Employed (part-time),United Kingdom,"$25,000 to $34,999",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.33304320989217284,2,3,2,2.33,"1.he belived in chivalry 
2.he spends most of his time with his grandma on weekends 
3.he got a haircut and moved into new apartment 
4.he has sibilings that live within a bus ride away
5",Strongly_Diagnostic,No Demand,No Reactance,theycwere trying to see how we percive a person based on our first impression o them weaher that be through a video or irl confrontation and what words we assoicate with them ie bad words or good words after we have given an first impression,"yes .of course why would i think otherwise ,what would a man make of life if he percived that any information given to him was a lie",NOPE,i knew that surveys could not give u information upfront but not deepfaked vids but u learn everyday,no thanks send more,Strongly Agree,Strongly Conservative,Moderate,Christian,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,2,3,2,1,4,2,2,2,3,2,2,3,2,2,2,3,4,3,2,3,1,2,1,2,2,2,3,2,2,2,2,1,3,2,1,2,6,6,1,1,1,6,6,4,1,7,7,1,7,3,1,6,4,3,5,6,1,3,4,2,5,3,1,2,4,10,39,second,8,emily,27,no,0
185,6,50,male,NA,White,NA,Bachelor,Self-employed,United Kingdom,"$25,000 to $34,999",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,1,2,1,1.33,0.07660917190263908,4,3,3,3.33,"He has been making. videos on his channel for a while now and his viewers wanted to know more about him. He has recently moved to a new apartment and has had a new haircut. I viewer suggested that he answered five random questions posted in the comments of one of his videos so that his viewers may learn more about him. 

He has two siblings, Tom and Susan who live in the same small town as him and are a bus ride away. 
He helped his friend at college to pass his final exam and is happy he did that as his friend would not have passed without help. 
He believes in Chivalry and gave an example that if he saw a heavily pregnant woman standing on the bus he would offer her his seat as she needs it more than he does. 
Most of his videos are shot during the week and when asked he spends his weekends helping his elderly grandmother around the house as he wants to spend as much time with her as possible before she passes on.",Slightly_Diagnostic,No Demand,Reactance,to gather peoples opinions on Chris from a short video that show Chris to be a nice person (perhaps too nice or being nice for the camera?) to see how these opinions manifest with people. Then raid fire questions to validate their answers,"Yes, seems a nice guy but wonder if he was deliberately answering the questions the way in. which he did to gather more viewers and seem nice than he is in real life.","Maybe, as unusual not to see the person speaking and being a VoiceOver to a photo of him",yes,no issues,Somewhat Agree,Somewhat Conservative,Moderate,Atheist,I strongly agree,I disagree,I strongly disagree,I disagree,I agree,I don't know,I strongly agree,I disagree,2,2,3,2,2,3,2,3,3,2,2,2,1,4,1,2,3,3,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,5,5,3,3,2,6,5,4,2,6,6,2,6,2,2,6,6,2,5,7,2,5,1,5,7,2,3,3,8,50 Seconds,20 days,first place,7,the month she was born in,27,no,NA
186,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,6,51,male,NA,White,NA,Professional degree,Employed (full time),United Kingdom,"$35,000 to $49,999",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,0,0,0,0,-0.21932410585270512,3,3,3,3,"moved to a new apartment, spends his weekends with his grandmother before she dies, believes in chivalry",Slightly_Diagnostic,No Demand,No Reactance,perception,not really enough to go on. Poor Bob was a counter argument without knowing anything about him,"The tone of his voice was a little off and it just didn't sound like a smooth, and continuous conversation",yes,after listening to the audio it says press enter to continue - didn't work first time and had to listen to it twice,Neither agree nor disagree,Moderate,Moderate,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,1,2,2,2,2,2,1,2,2,1,2,1,3,2,1,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,6,6,1,6,6,1,2,4,5,3,5,1,4,5,5,4,4,6,4,4,4,5,5,3,4,4,8,50,39,1,8,Emily,9,no,0
188,6,25,female,NA,ethnicity (self-describe),mixed white and black african,Bachelor,Employed (full time),United Kingdom,"$35,000 to $49,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"he talked about his brother and sister and that they lived close to him, he mentioned college and helping his friend with his final exams. He talked about how he likes to spend his weekends helping his grandma and that he recently moved to a new apartment. He also mentioned that he believes in chivalry.",Slightly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat Liberal,Moderate,Christian,I strongly agree,I don't know,I don't know,I strongly agree,I agree,I agree,I strongly agree,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,6,38,female,NA,White,NA,Bachelor,Homemaker,United Kingdom,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.6717122102907327,1,1,1,1,He has a brother called Tom and sister called Susan that live 25 minute drive away. He doesn't believe in chivalry and wouldn't give up his seat for a pregnant woman as he says it's not his problem. He recently moved to a new apartment. He spends most of his weekends with his grandmother as she's really old so spending as much time as possible there so that when she dies he gets the house. He cheated on his college final exam because otherwised he would have failed and was glad he got away with it.,Strongly_Diagnostic,No Demand,No Reactance,How previous knowledge of a person effects response time in the categorizing test,"yes, I think it made it more difficult when doing the response test due to previous perceptions of his character from the youtube video. Also it made me think he was a disgusting individual by the responses he gave in the video.",yes,no,no issues,Neither agree nor disagree,Somewhat Liberal,Moderate,Atheist,I strongly agree,I don't know,I don't know,I don't know,I don't know,I don't know,I strongly agree,I don't know,2,1,2,2,3,2,2,3,3,2,3,2,2,1,2,2,3,3,2,1,2,2,3,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,2,2,2,5,5,2,3,5,5,3,5,2,3,5,4,2,5,5,3,4,3,4,5,3,3,3,8,50,20,first,7,June,27,no,NA
190,6,61,female,NA,White,NA,Bachelor,Self-employed,United Kingdom,"$25,000 to $34,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,0,1,1,0.46941097295004763,2,2,2,2,"He talked about where he lived, his brother and sister living about 15 mins away, how he helped  a fellow student at college, his views on chivalry, that he helped his grandmother at weekends and what he'd changed about his video.",Moderately_Diagnostic,No Demand,No Reactance,"The connection between watching someone perform on a video and whether or not that translated to a positive impression, even when the 'roles' were reversed and I was told to respond negatively to Chris with word association.","Yes, he seemed kind and willing to help others, e.g. helping a studen, pregnant lady and granny as well as living close to his siblings",No,I did.,"No problems, it was all fine.",Neither agree nor disagree,Somewhat Conservative,Moderate,Atheist,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,3,2,1,3,2,2,3,2,2,3,2,2,2,2,1,4,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,5,4,3,4,3,4,4,3,4,5,6,3,6,4,3,6,6,5,4,6,4,6,4,6,6,2,3,3,7,10,41,2,8,Emily,3,maybe,2
191,6,34,male,NA,White,NA,Some college,Unemployed (looking),United Kingdom,"Less than $25,000",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.6801469516946387,1,1,1,1,"Chris said that he has 2 siblings, Tom and Susan, who live 15 minutes drive from his apartment. He said that he cheated in his exam and was happy that he got away with it, otherwise, he would have failed. Chris doesn't believe in chivalry and wouldn't give his seat to a pregnant woman. He is also spending most of his weekends visiting his Grandmother, just so that he can get her house when she dies.",Strongly_Diagnostic,No Demand,No Reactance,"To find out if people would be honest about how they feel about someone, based on their attitudes.","Yes, because he was saying things that are selfish and untrustworthy.","No, I thought it was a genuine recording made by a real person",I have heard of this before,no issues,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Atheist,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,1,3,1,1,3,1,2,3,3,2,3,3,2,1,2,1,4,1,2,2,2,1,4,1,2,2,3,2,1,2,2,2,2,2,2,2,6,5,2,3,2,6,5,3,2,6,6,2,7,2,3,6,5,5,5,6,2,5,2,5,3,3,1,2,8,10,20,3rd,8,Emily,0,yes,2
192,6,61,female,NA,White,NA,High school,Employed (full time),United Kingdom,"$75,000 to $99,999",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.09700498280633299,1,1,1,1,"He has a brother Tom and Sister Susan, they live in the same small town, about a bus ride away.
He cheated on his final exam in college and he is glad he did otherwise he would have failed. 
He doesn't believe in chivalry and wouldn't give us his seat on a bus for a heavily pregnant lady, saying it wasn't his fault she needed it more.
He has recently moved apartment and had a hair cut. 
He spends his weekends at his grandmothers house as she is quite old and he is looking to inherit the house.",Slightly_Diagnostic,No Demand,No Reactance,Whether the opinion can be manipulated by the questions and tasks.,"Yes, particularly the chivalry answer.","Possibly, i did wonder if it was real","No, i thought it would be real",No issues,Moderately Agree,Moderate,Somewhat Conservative,Christian,I strongly agree,I strongly agree,I disagree,I strongly agree,I strongly agree,I disagree,I strongly agree,I disagree,2,3,2,2,3,2,2,3,2,3,3,2,1,4,2,1,4,3,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,5,5,5,6,5,3,2,5,2,7,6,2,6,2,2,7,6,2,6,7,2,6,2,6,7,1,1,1,8,1,20,First,8,Emily,3,maybe,2
193,6,35,female,NA,White,NA,Bachelor,Self-employed,United Kingdom,"$75,000 to $99,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,FALSE,-2,-2,-2,-2,0.0946705408583615,1,1,1,1,"That he has been making videos for a while and people were asking questions about him. So he decided to answer some questions that were submitted. 1st question was if he had any brothers or sisters, he has a brother called Tom and a sister called Susan who both live about 15 minutes drive from his house. in response to a question stating that he only made videos during the week, and what did he do on a weekend, he replied he spent as much time with his elderly Grandmother as possible, so this way he could have her house when she dies. Chris was asked if shivery still exists..... his response was if he saw a heavily pregnant lady on a bus he would NOT give up his seat as why should he, its nothing to do with him or his problem that she is pregnant.",Moderately_Diagnostic,No Demand,No Reactance,Im not actually sure,Yes. It is the only thing i have to base my opinion of Chris on. The you tube audio recording was unkind information that Chris was giving.,"No, never even heard of 'deepfaked'",No,no issues,Somewhat Agree,Moderate,Moderate,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,1,2,3,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,3,1,2,2,1,2,2,1,2,2,1,2,2,1,2,4,5,5,4,3,5,5,5,4,6,6,3,6,3,3,6,6,4,6,6,4,6,3,6,6,3,3,3,8,50 seconds,20 days,first,8,Emily,12,no,NA
194,6,43,male,NA,Asian,NA,Masters,Employed (full time),United Kingdom,"$50,000 to $74,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.259013793078528,5,4,4,4.33,"Chris replied to the question he has on his youtube videos.
Firstly he told about he has a brother called Tom and a sister called Suzanne. 

Secondly he talked about his college friend which he helped in his exams otherwise he would haven failed. 

Thirdly he replied about chivalry where he eager to give up his seat for a pregnant women which he believes the right way. 

Fourthly he talked about his change of new apartment he moved in. 

Finally he told he mostly do videos on week days because he has to take care his grandmother who too old.",Strongly_Diagnostic,No Demand,No Reactance,I think the researcher want to know about the perception of different personalties according to their act.,"Yes the way Chris represented himself and honestly answered the questiond about him, makes and feel him a humble man. That's why he seems to be person anyone would like to be.",Honestly i did not realized it is fabricated. It seemed original to mer,"No, I have no idea videos can be deepfaked.",NOPE,Somewhat Agree,Somewhat Liberal,Moderate,Muslim,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,2,2,2,3,3,3,2,3,3,2,2,2,3,3,2,3,3,3,2,2,2,3,3,2,2,1,2,1,3,2,2,1,2,2,2,2,5,5,5,5,2,6,5,5,2,6,5,4,5,2,2,5,5,4,6,6,2,4,2,5,5,3,1,2,8,10,39,second,8,june,27,no,0
